Mixed Prime,000200,p=1,v=5,"1^-2^-3-4^^ 3-5^",-3,13,-21,65,-143,397,-983,2641,
Mixed Prime,000201,p=1,v=5,"1^^-2^-3-4^ 3-5^",-3,13,-21,73,-163,493,-1263,3617,
Mixed Prime,000202,p=1,v=5,"1^-2-3^-5^-4^-2",-3,13,-21,77,-183,577,-1557,4613,
Mixed Prime,000203,p=1,v=5,"1^^-2-3^-4-2 4-5^",-3,15,-15,71,-93,381,-619,2191,
Mixed Prime,000204,p=1,v=5,"1^-2^-5-3-4^-5 1-3",-3,15,-15,79,-103,453,-731,2751,
Mixed Prime,000205,p=1,v=5,"1^^-2-3^-4^-5^",-3,15,-21,71,-133,381,-815,2159,
Mixed Prime,000206,p=1,v=5,"1^-2^-4^-5-3^-1",-3,15,-21,79,-143,453,-955,2751,
Mixed Prime,000207,p=1,v=5,"1^^-2^-3-4^-5^",-3,15,-21,79,-153,489,-1123,3295,
Mixed Prime,000208,p=1,v=5,"1^^-2^-3^-4-5^",-3,15,-21,87,-173,597,-1431,4463,
Mixed Prime,000209,p=1,v=5,"1^^-2-3-4^-5-3 2-5",-3,17,-9,93,-43,557,-269,3461,
Mixed Prime,000210,p=1,v=5,"1^^-2-3-4^-5^-3",-3,17,-15,73,-73,341,-381,1665,
Mixed Prime,000211,p=1,v=5,"1^^-2^-3-4^-5-3",-3,17,-15,97,-113,629,-941,4337,
Mixed Prime,000212,p=1,v=5,"1^^-2-3-4^^ 3-5^",-3,17,-21,89,-143,509,-955,3025,
Mixed Prime,000213,p=1,v=5,"1^^-2-3^-5-4^-2",-3,17,-21,93,-163,605,-1305,4293,
Mixed Prime,000214,p=1,v=5,"1^-2-3-4^^ 3-5^^",-3,17,-21,97,-163,629,-1291,4385,
Mixed Prime,000215,p=1,v=5,"1^^-2-3^-5^-4-2",-3,17,-21,101,-163,653,-1277,4485,
Mixed Prime,000216,p=1,v=5,"1^-2^-3^-4=5^",-3,17,-27,101,-223,713,-1823,5477,
Mixed Prime,000217,p=1,v=5,"1^^-2-3-4-2 4-5^^",-3,19,-15,119,-93,757,-591,4847,
Mixed Prime,000218,p=1,v=5,"1^^-2-3^-4-5^^",-3,19,-21,87,-133,445,-815,2415,
Mixed Prime,000219,p=1,v=5,"1^-2^-3-1 3-4=5^",-3,19,-21,99,-153,607,-1165,4067,
