Primes,000138,p=1,v=5," ooB  oAC  BDD 2oOC  __   _        2 _  ","","1^^-2^-3-4~5-3",-1,17,-13,89,-131,557,-1135,3873,-9247,28417,-73239,213905,
Primes,000139,p=1,v=5," oDE  oDD  ooE  ABB  oAC 2_     _  2    ","","1^-2-3^-4=5^",-1,17,-13,93,-141,617,-1289,4517,-10993,34657,-90861,271869,
Primes,000140,p=1,v=5," oCE  oDD  ooA  BBE  oAD 2_     _  2    ","","1^-2^-3-4=5^",-1,17,-13,93,-101,569,-785,3685,-6097,24737,-46861,170109,
Primes,000141,p=1,v=5,"2oOC  oCD  AAB  ooB  _   2_ _   _     _ ","","1~2^-3~4^-5^-3",-1,17,-13,105,-131,749,-1247,5665,-11335,44177,-99727,351153,
Primes,000142,p=1,v=5," ooB  ACC 2OBD  oCC  __       2_        ","","1^^-2-3-4-5~3 2-5",-1,17,-19,93,-161,605,-1303,4293,-10441,31977,-83139,244557,
Primes,000143,p=1,v=5," oBC  ooA  ADD 2OOC  _     _       2__  ","","1^-2^-3-4~~5-3",-1,17,-19,97,-181,677,-1597,5217,-13717,42057,-116293,345889,
Primes,000144,p=1,v=5," oBB 2OAC 2OOB  _           _         _ ","","1^-2-3-1 2~4=5-3",-1,19,-1,87,-11,445,-141,2415,-1297,13539,-10143,77397,
Primes,000145,p=1,v=5," ooC  oCD  ABD  BCE  ooD 2__  2 __    _ ","","1^^-2~3^-4~2 4~5",-1,19,-1,103,9,637,139,4143,1367,27499,11725,184117,
Primes,000146,p=1,v=5,"2ooC  ABD  CEE  oDD  __    _  3    ","","1^^-2-3^ 2-4=5",-1,19,-1,115,19,787,279,5603,2843,40499,25871,294739,
Primes,000147,p=1,v=5," oBB 2OAC 2OOB  _   4    ","","1^-2-3-1 2-4=5-3",-1,19,-1,119,29,829,419,5999,4319,44179,39929,328469,
Primes,000148,p=1,v=5,"2oOB  AAC  BDD  oCC 2_   3    ","","1^-2^-3-1 3-4=5",-1,19,5,99,89,607,909,4067,7961,28719,65229,209331,
Primes,000149,p=1,v=5,"2oOB  AAC  BDD  oCC  _    _ _   _  2    ","","1^-2^-3~1 3-4=5",-1,19,-7,131,-51,991,-463,7715,-4435,60719,-41999,480275,
Primes,000150,p=1,v=5," ooD  oCD  oBE  oAB  ooC 3__  2    ","","1^^-2-3^~4^-5",-1,19,-7,95,-51,505,-337,2783,-2167,15719,-13883,90341,
